sdrf row	source name	logical field	sdrf header	selected value	selected source	evidence	agent status	agent confidence	judge verdict	judge hallucination	judge type mismatch	judge corrected value	resolution rule	assessment state
17	PXD040176-Sample-17	organism_part	characteristics[organism part]	mitochondria	biological_agent	Mitochondria were extracted as described earlier, with minor variations.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
17	PXD040176-Sample-17	cell_line	characteristics[cell line]	mS49, mS63, mL46, mL76, mtPrA, wild-type	biological_agent	Liquid chromatography–tandem mass spectrometry (LC–MS/MS) was performed on three (IP) and four (AP) biological replicates per tagged protein together with the same number of replicates from a wild-type (IP) or mtPrA (AP) control.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
17	PXD040176-Sample-17	assay_name	assay name	run 17	derived								legacy_derivation	derived
17	PXD040176-Sample-17	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
17	PXD040176-Sample-17	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	aggregate								source_precedence:aggregate	derived
17	PXD040176-Sample-17	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
17	PXD040176-Sample-17	instrument	comment[instrument]	NT=Orbitrap Fusion;AC=MS:1002416	technical_agent				high	False	False		source_precedence:technical_agent	derived
17	PXD040176-Sample-17	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
17	PXD040176-Sample-17	factor_value	factor value[experimental design]	bait protein (mS49, mS63, mL46, mL76, wild-type, mtPrA), purification method (IP, AP)	experimental_design_agent	Four cell lines were generated each expressing a distinct PrA-tagged mtRP: mS49 (gene name MRPS49; gene identifier DIPPA_31280), mS63 (MRPS63; DIPPA_25715), mL46 (MRPL46; DIPPA_18631) or mL76 (MRPL76; DIPPA_24761). As a control, we also generated a cell line with an ectopically expressed mitochondrially targeted PrA (mtPrA)	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
17	PXD040176-Sample-17	modification	comment[modification parameters]	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	derived								legacy_derivation	derived
17	PXD040176-Sample-17	modification	comment[modification parameters]	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	derived								legacy_derivation	derived
17	PXD040176-Sample-17	modification	comment[modification parameters]	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	derived								legacy_derivation	derived
17	PXD040176-Sample-17	precursor_tolerance	comment[precursor mass tolerance]	6 ppm	derived								legacy_derivation	derived
17	PXD040176-Sample-17	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
17	PXD040176-Sample-17	ms1_scan_range	comment[ms1 scan range]	360m/z-1550m/z	derived								legacy_derivation	derived
17	PXD040176-Sample-17	data_file	comment[data file]	OF_20210717_OEF_07.raw	derived								legacy_derivation	derived
17	PXD040176-Sample-17	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
17	PXD040176-Sample-17	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v2.1.0	derived								legacy_derivation	derived
18	PXD040176-Sample-18	source_name	source name	PXD040176-Sample-18	derived								legacy_derivation	derived
18	PXD040176-Sample-18	organism	characteristics[organism]	Diplonema papillatum	biological_agent	Affinity pulldown of mitoribosomal complexes from Diplonema papillatum, the diplonemid type species, demonstrates that they have a mass of > 5 MDa, contain as many as 130 integral proteins, and exhibit a protein-to-RNA ratio of 11:1.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
18	PXD040176-Sample-18	organism_part	characteristics[organism part]	mitochondria	biological_agent	Mitochondria were extracted as described earlier, with minor variations.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
18	PXD040176-Sample-18	cell_line	characteristics[cell line]	mS49, mS63, mL46, mL76, mtPrA, wild-type	biological_agent	Liquid chromatography–tandem mass spectrometry (LC–MS/MS) was performed on three (IP) and four (AP) biological replicates per tagged protein together with the same number of replicates from a wild-type (IP) or mtPrA (AP) control.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
18	PXD040176-Sample-18	assay_name	assay name	run 18	derived								legacy_derivation	derived
18	PXD040176-Sample-18	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
18	PXD040176-Sample-18	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	aggregate								source_precedence:aggregate	derived
18	PXD040176-Sample-18	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
18	PXD040176-Sample-18	instrument	comment[instrument]	NT=Orbitrap Fusion;AC=MS:1002416	technical_agent				high	False	False		source_precedence:technical_agent	derived
18	PXD040176-Sample-18	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
18	PXD040176-Sample-18	factor_value	factor value[experimental design]	bait protein (mS49, mS63, mL46, mL76, wild-type, mtPrA), purification method (IP, AP)	experimental_design_agent	Four cell lines were generated each expressing a distinct PrA-tagged mtRP: mS49 (gene name MRPS49; gene identifier DIPPA_31280), mS63 (MRPS63; DIPPA_25715), mL46 (MRPL46; DIPPA_18631) or mL76 (MRPL76; DIPPA_24761). As a control, we also generated a cell line with an ectopically expressed mitochondrially targeted PrA (mtPrA)	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
18	PXD040176-Sample-18	modification	comment[modification parameters]	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	derived								legacy_derivation	derived
18	PXD040176-Sample-18	modification	comment[modification parameters]	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	derived								legacy_derivation	derived
18	PXD040176-Sample-18	modification	comment[modification parameters]	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	derived								legacy_derivation	derived
18	PXD040176-Sample-18	precursor_tolerance	comment[precursor mass tolerance]	6 ppm	derived								legacy_derivation	derived
18	PXD040176-Sample-18	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
18	PXD040176-Sample-18	ms1_scan_range	comment[ms1 scan range]	360m/z-1550m/z	derived								legacy_derivation	derived
18	PXD040176-Sample-18	data_file	comment[data file]	OF_20210716_OEF_12.raw	derived								legacy_derivation	derived
18	PXD040176-Sample-18	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
18	PXD040176-Sample-18	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v2.1.0	derived								legacy_derivation	derived
19	PXD040176-Sample-19	source_name	source name	PXD040176-Sample-19	derived								legacy_derivation	derived
19	PXD040176-Sample-19	organism	characteristics[organism]	Diplonema papillatum	biological_agent	Affinity pulldown of mitoribosomal complexes from Diplonema papillatum, the diplonemid type species, demonstrates that they have a mass of > 5 MDa, contain as many as 130 integral proteins, and exhibit a protein-to-RNA ratio of 11:1.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
19	PXD040176-Sample-19	organism_part	characteristics[organism part]	mitochondria	biological_agent	Mitochondria were extracted as described earlier, with minor variations.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
19	PXD040176-Sample-19	cell_line	characteristics[cell line]	mS49, mS63, mL46, mL76, mtPrA, wild-type	biological_agent	Liquid chromatography–tandem mass spectrometry (LC–MS/MS) was performed on three (IP) and four (AP) biological replicates per tagged protein together with the same number of replicates from a wild-type (IP) or mtPrA (AP) control.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
19	PXD040176-Sample-19	assay_name	assay name	run 19	derived								legacy_derivation	derived
19	PXD040176-Sample-19	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
19	PXD040176-Sample-19	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	aggregate								source_precedence:aggregate	derived
19	PXD040176-Sample-19	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
19	PXD040176-Sample-19	instrument	comment[instrument]	NT=Orbitrap Fusion;AC=MS:1002416	technical_agent				high	False	False		source_precedence:technical_agent	derived
19	PXD040176-Sample-19	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
19	PXD040176-Sample-19	factor_value	factor value[experimental design]	bait protein (mS49, mS63, mL46, mL76, wild-type, mtPrA), purification method (IP, AP)	experimental_design_agent	Four cell lines were generated each expressing a distinct PrA-tagged mtRP: mS49 (gene name MRPS49; gene identifier DIPPA_31280), mS63 (MRPS63; DIPPA_25715), mL46 (MRPL46; DIPPA_18631) or mL76 (MRPL76; DIPPA_24761). As a control, we also generated a cell line with an ectopically expressed mitochondrially targeted PrA (mtPrA)	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
19	PXD040176-Sample-19	modification	comment[modification parameters]	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	derived								legacy_derivation	derived
19	PXD040176-Sample-19	modification	comment[modification parameters]	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	derived								legacy_derivation	derived
19	PXD040176-Sample-19	modification	comment[modification parameters]	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	derived								legacy_derivation	derived
19	PXD040176-Sample-19	precursor_tolerance	comment[precursor mass tolerance]	6 ppm	derived								legacy_derivation	derived
19	PXD040176-Sample-19	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
19	PXD040176-Sample-19	ms1_scan_range	comment[ms1 scan range]	360m/z-1550m/z	derived								legacy_derivation	derived
19	PXD040176-Sample-19	data_file	comment[data file]	OF_20210716_OEF_02.raw	derived								legacy_derivation	derived
19	PXD040176-Sample-19	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
19	PXD040176-Sample-19	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v2.1.0	derived								legacy_derivation	derived
20	PXD040176-Sample-20	source_name	source name	PXD040176-Sample-20	derived								legacy_derivation	derived
20	PXD040176-Sample-20	organism	characteristics[organism]	Diplonema papillatum	biological_agent	Affinity pulldown of mitoribosomal complexes from Diplonema papillatum, the diplonemid type species, demonstrates that they have a mass of > 5 MDa, contain as many as 130 integral proteins, and exhibit a protein-to-RNA ratio of 11:1.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
20	PXD040176-Sample-20	organism_part	characteristics[organism part]	mitochondria	biological_agent	Mitochondria were extracted as described earlier, with minor variations.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
20	PXD040176-Sample-20	cell_line	characteristics[cell line]	mS49, mS63, mL46, mL76, mtPrA, wild-type	biological_agent	Liquid chromatography–tandem mass spectrometry (LC–MS/MS) was performed on three (IP) and four (AP) biological replicates per tagged protein together with the same number of replicates from a wild-type (IP) or mtPrA (AP) control.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
20	PXD040176-Sample-20	assay_name	assay name	run 20	derived								legacy_derivation	derived
20	PXD040176-Sample-20	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
20	PXD040176-Sample-20	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	aggregate								source_precedence:aggregate	derived
20	PXD040176-Sample-20	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
20	PXD040176-Sample-20	instrument	comment[instrument]	NT=Orbitrap Fusion;AC=MS:1002416	technical_agent				high	False	False		source_precedence:technical_agent	derived
20	PXD040176-Sample-20	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
20	PXD040176-Sample-20	factor_value	factor value[experimental design]	bait protein (mS49, mS63, mL46, mL76, wild-type, mtPrA), purification method (IP, AP)	experimental_design_agent	Four cell lines were generated each expressing a distinct PrA-tagged mtRP: mS49 (gene name MRPS49; gene identifier DIPPA_31280), mS63 (MRPS63; DIPPA_25715), mL46 (MRPL46; DIPPA_18631) or mL76 (MRPL76; DIPPA_24761). As a control, we also generated a cell line with an ectopically expressed mitochondrially targeted PrA (mtPrA)	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
20	PXD040176-Sample-20	modification	comment[modification parameters]	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	derived								legacy_derivation	derived
20	PXD040176-Sample-20	modification	comment[modification parameters]	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	derived								legacy_derivation	derived
20	PXD040176-Sample-20	modification	comment[modification parameters]	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	derived								legacy_derivation	derived
20	PXD040176-Sample-20	precursor_tolerance	comment[precursor mass tolerance]	6 ppm	derived								legacy_derivation	derived
20	PXD040176-Sample-20	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
20	PXD040176-Sample-20	ms1_scan_range	comment[ms1 scan range]	360m/z-1550m/z	derived								legacy_derivation	derived
20	PXD040176-Sample-20	data_file	comment[data file]	OF_20210531_OEF_05.raw	derived								legacy_derivation	derived
20	PXD040176-Sample-20	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
20	PXD040176-Sample-20	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v2.1.0	derived								legacy_derivation	derived
